Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,DemoCategory
192.168.10.16-192.168.10.50-60060-22-6,192.168.10.50,22,192.168.10.16,60060,6,7/7/2017 1:00,75,1,2,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40000.0,37.5,14.8492424,48.0,27.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,32,64,13333.33333,26666.66667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,243,290,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.12-192.168.10.50-35398-22-6,192.168.10.50,22,192.168.10.12,35398,6,7/7/2017 1:00,77,1,2,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38961.03896,38.5,13.43502884,48.0,29.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,32,64,12987.01299,25974.02597,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,243,290,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.14-192.168.10.50-53235-52320-6,192.168.10.14,53235,192.168.10.50,52320,6,7/7/2017 1:00,2,2,0,2071,0.0,2065,6,1035.5,1455.932862,0,0,0.0,0.0,1040000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,1000000.0,0.0,6,2065,1378.666667,1188.764204,1413160.333,0,1,0,0,1,0,0,0,0,2068.0,1035.5,0.0,40,0,0,0,0,0,0,2,2071,0,0,256,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.14-192.168.10.50-53235-52320-6,192.168.10.14,53235,192.168.10.50,52320,6,7/7/2017 1:00,27701,15,6,18467,24.0,2920,0,1231.133333,1054.492489,6,0,4.0,3.098386677,667521.0281,758.0953756,1385.05,5021.180418,22149.0,1.0,27701.0,1978.642857,5966.126957,22149.0,1.0,22437.0,4487.4,9942.670532,22273.0,2.0,0,0,0,0,324,144,541.4966969,216.5986787,0,2920,840.5,1041.088247,1083864.738,0,0,0,1,0,0,0,0,0,880.5238095,1231.133333,4.0,324,0,0,0,0,0,0,15,18467,6,24,8192,357,13,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.14-192.168.10.50-53234-21-6,192.168.10.14,53234,192.168.10.50,21,6,7/7/2017 1:00,152547,19,25,206,480.0,43,0,10.84210526,11.90360897,51,0,19.2,14.20387271,4496.974703,288.4356952,3547.604651,13902.31648,78771.0,1.0,152541.0,8474.5,28610.66811,120102.0,3.0,152408.0,6350.333333,18298.27859,78771.0,1.0,0,0,0,0,404,524,124.5517775,163.8839177,0,51,15.24444444,13.8040764,190.5525253,0,0,0,1,0,0,0,0,1,15.59090909,10.84210526,19.2,404,0,0,0,0,0,0,19,206,25,480,8192,229,17,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.14-192.168.10.50-53235-52320-6,192.168.10.50,52320,192.168.10.14,53235,6,7/7/2017 1:00,4,3,0,18,0.0,6,6,6.0,0.0,0,0,0.0,0.0,4500000.0,750000.0,2.0,1.414213562,3.0,1.0,4.0,2.0,1.414213562,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,750000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,389,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.14-192.168.10.50-53234-21-6,192.168.10.50,21,192.168.10.14,53234,6,7/7/2017 1:00,45,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,400000.0,66666.66667,22.5,30.40559159,44.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,20,40,22222.22222,44444.44444,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,229,255,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
144.217.163.175-192.168.10.17-123-123-17,192.168.10.17,123,144.217.163.175,123,17,7/7/2017 1:00,16506,1,1,48,48.0,48,48,48.0,0.0,48,48,48.0,0.0,5816.066885,121.1680601,16506.0,0.0,16506.0,16506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,60.58403005,60.58403005,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.14-192.168.10.50-53235-52320-6,192.168.10.50,52320,192.168.10.14,53235,6,7/7/2017 1:00,94,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,191489.3617,31914.89362,47.0,63.63961031,92.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,20,40,10638.29787,21276.59574,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,389,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.14-192.168.10.50-53234-21-6,192.168.10.14,53234,192.168.10.50,21,6,7/7/2017 1:00,58,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,310344.8276,51724.13793,29.0,26.87005769,48.0,10.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,20,40,17241.37931,34482.75862,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,255,229,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
162.213.33.50-192.168.10.51-443-59109-6,192.168.10.51,59109,162.213.33.50,443,6,7/7/2017 1:00,4687117,10,10,703,3950.0,267,0,70.3,100.477803,2896,0,395.0,900.5946184,992.7211119,4.26701531,246690.3684,473140.4892,1828364.0,9.0,3944554.0,438283.7778,661697.6185,1924949.0,153.0,3590962.0,398995.7778,588368.7787,1828364.0,9.0,0,0,0,0,336,328,2.133507655,2.133507655,0,2896,221.5714286,631.2367679,398459.8571,0,0,0,1,0,0,0,0,1,232.65,70.3,395.0,336,0,0,0,0,0,0,10,703,10,3950,29200,252,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.17-206.75.89.101-123-123-17,192.168.10.17,123,206.75.89.101,123,17,7/7/2017 1:00,86068,1,1,48,48.0,48,48,48.0,0.0,48,48,48.0,0.0,1115.397128,23.23744016,86068.0,0.0,86068.0,86068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,11.61872008,11.61872008,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
162.213.33.50-192.168.10.51-443-59109-6,192.168.10.51,59109,162.213.33.50,443,6,7/7/2017 1:00,94972,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.05883839,94972.0,0.0,94972.0,94972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,10.5294192,10.5294192,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,319,252,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.1-192.168.10.3-53-61036-17,192.168.10.3,61036,192.168.10.1,53,17,7/7/2017 1:00,30465,1,1,45,61.0,45,45,45.0,0.0,61,61,61.0,0.0,3479.402593,65.64910553,30465.0,0.0,30465.0,30465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,32.82455277,32.82455277,45,61,50.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,75.5,45.0,61.0,20,0,0,0,0,0,0,1,45,1,61,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.15-53-65309-17,192.168.10.15,65309,192.168.10.3,53,17,7/7/2017 1:00,30911,4,2,136,100.0,34,34,34.0,0.0,50,50,50.0,0.0,7634.822555,194.1056582,6182.2,11879.22622,27243.0,3.0,27249.0,9083.0,15727.02133,27243.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,80,40,129.4037721,64.70188606,34,50,38.57142857,7.807200584,60.95238095,0,0,0,0,0,0,0,0,0,45.0,34.0,50.0,80,0,0,0,0,0,0,4,136,2,100,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
162.213.33.50-192.168.10.51-443-59110-6,192.168.10.51,59110,162.213.33.50,443,6,7/7/2017 1:00,1066855,9,11,703,3950.0,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,4361.417437,18.74669004,56150.26316,74229.19898,268146.0,4.0,787122.0,98390.25,118438.9808,363327.0,188.0,971437.0,97143.7,92935.49402,268146.0,4.0,0,0,0,0,296,360,8.436010517,10.31067952,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,0,1,232.65,78.11111111,359.0909091,296,0,0,0,0,0,0,9,703,11,3950,29200,252,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
171.66.97.126-192.168.10.17-123-123-17,192.168.10.17,123,171.66.97.126,123,17,7/7/2017 1:00,86016,1,1,48,48.0,48,48,48.0,0.0,48,48,48.0,0.0,1116.071429,23.2514881,86016.0,0.0,86016.0,86016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,11.62574405,11.62574405,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
162.213.33.50-192.168.10.51-443-59110-6,192.168.10.51,59110,162.213.33.50,443,6,7/7/2017 1:00,94848,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.08636977,94848.0,0.0,94848.0,94848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,10.54318489,10.54318489,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,7/7/2017 1:00,118012435,141,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.194789346,842945.9643,2822328.438,20000000.0,0.0,118000000.0,842945.9643,2822328.438,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.194789346,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,141,0,0,0,-1,-1,0,0,3291857.571,4036105.291,9795862.0,66.0,9420803.7,5219271.767,20000000.0,5046092.0,BENIGN,NORMAL
144.217.164.10-192.168.10.12-123-123-17,192.168.10.12,123,144.217.164.10,123,17,7/7/2017 1:00,16250,1,1,48,48.0,48,48,48.0,0.0,48,48,48.0,0.0,5907.692308,123.0769231,16250.0,0.0,16250.0,16250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,61.53846154,61.53846154,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.17-206.108.0.131-123-123-17,192.168.10.17,123,206.108.0.131,123,17,7/7/2017 1:00,22410,1,1,48,48.0,48,48,48.0,0.0,48,48,48.0,0.0,4283.801874,89.24587238,22410.0,0.0,22410.0,22410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,44.62293619,44.62293619,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.25-389-52396-6,192.168.10.25,52396,192.168.10.3,389,6,7/7/2017 1:00,55068559,24,13,3558,7472.0,1304,0,148.25,369.4866298,2910,0,574.7692308,871.7304776,200.2957804,0.671889744,1529682.194,9174561.493,55000000.0,3.0,55100000.0,2394285.174,11500000.0,55000000.0,3.0,55100000.0,4589031.083,15900000.0,55000000.0,3.0,0,0,0,0,792,432,0.435820374,0.236069369,0,2910,290.2631579,612.4713643,375121.1721,0,0,0,1,0,0,0,0,0,298.1081081,148.25,574.7692308,792,0,0,0,0,0,0,24,3558,13,7472,65535,2081,10,32,20222.0,0.0,20222.0,20222.0,55000000.0,0.0,55000000.0,55000000.0,BENIGN,NORMAL
192.168.10.3-192.168.10.25-3268-52395-6,192.168.10.25,52395,192.168.10.3,3268,6,7/7/2017 1:00,55091905,24,13,3204,7030.0,1305,0,133.5,364.3575645,2910,0,540.7692308,876.0522391,185.7623184,0.671605021,1530330.694,9177727.069,55100000.0,2.0,55100000.0,2395300.217,11500000.0,55100000.0,3.0,55100000.0,4590978.083,15900000.0,55100000.0,2.0,0,0,0,0,792,432,0.435635689,0.235969332,0,2910,269.3157895,609.3011551,371247.8976,0,0,0,1,0,0,0,0,0,276.5945946,133.5,540.7692308,792,0,0,0,0,0,0,24,3204,13,7030,65535,2081,10,32,24456.0,0.0,24456.0,24456.0,55100000.0,0.0,55100000.0,55100000.0,BENIGN,NORMAL
192.168.10.25-224.0.0.251-5353-5353-17,192.168.10.25,5353,224.0.0.251,5353,17,7/7/2017 1:00,1002497,26,0,1274,0.0,49,49,49.0,0.0,0,0,0.0,0.0,1270.826746,25.93523971,40099.88,200492.1083,1002462.0,1.0,1002497.0,40099.88,200492.1083,1002462.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,832,0,25.93523971,0.0,49,49,49.0,0.0,0.0,0,0,0,0,0,0,0,0,0,50.88461538,49.0,0.0,832,0,0,0,0,0,0,26,1274,0,0,-1,-1,25,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.25-53-54967-17,192.168.10.25,54967,192.168.10.3,53,17,7/7/2017 1:00,179,2,2,88,150.0,44,44,44.0,0.0,75,75,75.0,0.0,1329608.939,22346.36872,59.66666667,97.28480525,172.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,11173.18436,11173.18436,44,75,56.4,16.97939928,288.3,0,0,0,0,0,0,0,0,1,70.5,44.0,75.0,40,0,0,0,0,0,0,2,88,2,150,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.25-53-58804-17,192.168.10.25,58804,192.168.10.3,53,17,7/7/2017 1:00,188,2,2,116,284.0,58,58,58.0,0.0,142,142,142.0,0.0,2127659.574,21276.59574,62.66666667,67.21111019,136.0,4.0,4.0,4.0,0.0,4.0,4.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,40,40,10638.29787,10638.29787,58,142,91.6,46.00869483,2116.8,0,0,0,0,0,0,0,0,1,114.5,58.0,142.0,40,0,0,0,0,0,0,2,116,2,284,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.25-53-65249-17,192.168.10.25,65249,192.168.10.3,53,17,7/7/2017 1:00,151,2,2,118,286.0,59,59,59.0,0.0,143,143,143.0,0.0,2675496.689,26490.06623,50.33333333,80.25168742,143.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,40,40,13245.03311,13245.03311,59,143,92.6,46.00869483,2116.8,0,0,0,0,0,0,0,0,1,115.75,59.0,143.0,40,0,0,0,0,0,0,2,118,2,286,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.25-53-49411-17,192.168.10.25,49411,192.168.10.3,53,17,7/7/2017 1:00,189,2,2,116,284.0,58,58,58.0,0.0,142,142,142.0,0.0,2116402.116,21164.02116,63.0,67.75691847,137.0,4.0,4.0,4.0,0.0,4.0,4.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,40,40,10582.01058,10582.01058,58,142,91.6,46.00869483,2116.8,0,0,0,0,0,0,0,0,1,114.5,58.0,142.0,40,0,0,0,0,0,0,2,116,2,284,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
